Incident Number,Year,Responding Agency,Initial Call Type,Final Call Type
15037655,2015,EPD ,PERSON STOP,ARREST
15037835,2015,EPD ,WARRANT SERVICE,ARREST
15037853,2015,EPD ,DISORDERLY JUVENILES,ARREST
15037923,2015,EPD ,SHOPLIFT 3050 PROGRAM,ARREST
15038255,2015,EPD ,MENACING,ARREST
15038296,2015,EPD ,DISPUTE,ARREST
15038547,2015,EPD ,WARRANT SERVICE,ARREST
15038587,2015,EPD ,PERSON STOP,ARREST
15038636,2015,EPD ,WARRANT SERVICE,ARREST
15039059,2015,EPD ,WARRANT SERVICE,ARREST
15039151,2015,EPD ,WARRANT SERVICE,ARREST
15039207,2015,EPD ,SHOPLIFT,ARREST
15039312,2015,EPD ,CRIMINAL TRESPASS,ARREST
15039391,2015,EPD ,DUII,ARREST
15039456,2015,EPD ,DUII,ARREST
15039466,2015,EPD ,DISPUTE,ARREST
15039539,2015,EPD ,TRAFFIC STOP,ARREST
15039723,2015,EPD ,WARRANT SERVICE,ARREST
15039854,2015,EPD ,ASSIST OUTSIDE AGENCY,ARREST
15039969,2015,EPD ,CRIMINAL TRESPASS,ARREST
15040069,2015,EPD ,DISORDERLY SUBJECT,ARREST
15040117,2015,EPD ,CRIMINAL MISCHIEF,ARREST
15040144,2015,EPD ,CRIMINAL TRESPASS,ARREST
15040241,2015,EPD ,PERSON STOP,ARREST
15040297,2015,EPD ,TRAFFIC STOP,ARREST
15040310,2015,EPD ,TRAFFIC STOP,ARREST
15040328,2015,EPD ,SUSPICIOUS CONDITIONS,ARREST
15040393,2015,EPD ,DISPUTE,ARREST
15040416,2015,EPD ,TRAFFIC STOP,ARREST
15040457,2015,EPD ,CRIMINAL TRESPASS,ARREST
15040637,2015,EPD ,DISPUTE,ARREST
15040737,2015,EPD ,THEFT,ARREST
15040893,2015,EPD ,UNKNOWN PROBLEM,ARREST
15040940,2015,EPD ,LOCATION WANTED SUBJECT,ARREST
15041023,2015,EPD ,DISORDERLY SUBJECT,ARREST
15041167,2015,EPD ,DISPUTE,ARREST
15041238,2015,EPD ,LOCATION WANTED SUBJECT,ARREST
15041251,2015,EPD ,LOCATION WANTED SUBJECT,ARREST
15041278,2015,EPD ,TRAFFIC STOP,ARREST
15041414,2015,EPD ,TRAFFIC STOP,ARREST
15041435,2015,EPD ,DISORDERLY SUBJECT,ARREST
15041789,2015,EPD ,DISPUTE,ARREST
15042110,2015,EPD ,PERSON STOP,ARREST
15042330,2015,EPD ,LOCATION WANTED SUBJECT,ARREST
15042633,2015,EPD ,CRIMINAL TRESPASS,ARREST
15042660,2015,EPD ,CRIMINAL TRESPASS,ARREST
15042667,2015,EPD ,WARRANT SERVICE,ARREST
15042815,2015,EPD ,CRIMINAL TRESPASS,ARREST
15042835,2015,EPD ,PERSON STOP,ARREST
15042876,2015,EPD ,DISPUTE,ARREST
15042923,2015,EPD ,WARRANT SERVICE,ARREST
15043010,2015,EPD ,WARRANT SERVICE,ARREST
15043122,2015,EPD ,CUSTODIAL INTERFERENCE,ARREST
15043147,2015,EPD ,WARRANT SERVICE,ARREST
15043324,2015,EPD ,VIOLATION OF RESTRAINING ORDER,ARREST
15043426,2015,EPD ,CHECK WELFARE,ARREST
15043499,2015,EPD ,FOLLOW UP,ARREST
15043860,2015,EPD ,WARRANT SERVICE,ARREST
15043901,2015,EPD ,ROBBERY,ARREST
15044279,2015,EPD ,TRAFFIC STOP,ARREST
15044323,2015,EPD ,PERSON STOP,ARREST
15044328,2015,EPD ,SUSPICIOUS CONDITIONS,ARREST
15044330,2015,EPD ,WARRANT SERVICE,ARREST
15044414,2015,EPD ,WARRANT SERVICE,ARREST
15044427,2015,EPD ,DISPUTE,ARREST
15044566,2015,EPD ,SUBJECT DOWN,ARREST
15044569,2015,EPD ,WARRANT SERVICE,ARREST
15044574,2015,EPD ,WARRANT SERVICE,ARREST
15044582,2015,EPD ,WARRANT SERVICE,ARREST
15044584,2015,EPD ,DISPUTE,ARREST
15044595,2015,EPD ,WARRANT SERVICE,ARREST
15044772,2015,EPD ,PERSON STOP,ARREST
15045035,2015,EPD ,HAZARD SAFETY,ARREST
15045049,2015,EPD ,THEFT FROM VEHICLE,ARREST
15045075,2015,EPD ,PATROL CHECK,ARREST
15045117,2015,EPD ,PERSON STOP,ARREST
15045174,2015,EPD ,DUII,ARREST
15045238,2015,EPD ,WARRANT SERVICE,ARREST
15045423,2015,EPD ,WARRANT SERVICE,ARREST
15045458,2015,EPD ,SEX ABUSE,ARREST
15045603,2015,EPD ,WARRANT SERVICE,ARREST
15045608,2015,EPD ,TRAFFIC STOP,ARREST
15045636,2015,EPD ,WARRANT SERVICE,ARREST
15045637,2015,EPD ,WARRANT SERVICE,ARREST
15045889,2015,EPD ,DISPUTE,ARREST
15045923,2015,EPD ,TRAFFIC STOP,ARREST
15046013,2015,EPD ,THEFT,ARREST
15046132,2015,EPD ,SHOPLIFT,ARREST
15046160,2015,EPD ,BURGLARY,ARREST
15046292,2015,EPD ,DISORDERLY SUBJECT,ARREST
15046314,2015,EPD ,HIT AND RUN,ARREST
15046435,2015,EPD ,TRAFFIC STOP,ARREST
15046440,2015,EPD ,INTOXICATED SUBJECT,ARREST
15046506,2015,EPD ,TRAFFIC STOP,ARREST
15046654,2015,EPD ,WARRANT SERVICE,ARREST
15046701,2015,EPD ,PATROL CHECK,ARREST
15046729,2015,EPD ,FOLLOW UP,ARREST
15046832,2015,EPD ,SHOPLIFT,ARREST
15046841,2015,EPD ,CHECK WELFARE,ARREST
15046907,2015,EPD ,PERSON STOP,ARREST
15046922,2015,EPD ,INCOMPLETE CALL,ARREST
15046927,2015,EPD ,DISPUTE,ARREST
15047100,2015,EPD ,LOCATION WANTED SUBJECT,ARREST
15047208,2015,EPD ,WARRANT SERVICE,ARREST
15047252,2015,EPD ,PATROL CHECK,ARREST
15047327,2015,EPD ,WARRANT SERVICE,ARREST
15047453,2015,EPD ,UNLAWFUL VEHICLE ENTRY,ARREST
15047488,2015,EPD ,PATROL CHECK,ARREST
15047543,2015,EPD ,TRAFFIC STOP,ARREST
15047584,2015,EPD ,PERSON STOP,ARREST
15047701,2015,EPD ,TRAFFIC STOP,ARREST
15047709,2015,EPD ,TRAFFIC STOP,ARREST
15047748,2015,EPD ,TRAFFIC STOP,ARREST
15047755,2015,EPD ,DISPUTE,ARREST
15047982,2015,EPD ,WARRANT SERVICE,ARREST
15048016,2015,EPD ,PERSON STOP,ARREST
15048061,2015,EPD ,WARRANT SERVICE,ARREST
15048201,2015,EPD ,WARRANT SERVICE,ARREST
15048216,2015,EPD ,SHOPLIFT 3050 PROGRAM,ARREST
15048268,2015,EPD ,DISPUTE,ARREST
15048271,2015,EPD ,WARRANT SERVICE,ARREST
15048419,2015,EPD ,WARRANT SERVICE,ARREST
15048433,2015,EPD ,TRAFFIC STOP,ARREST
15048459,2015,EPD ,DISORDERLY SUBJECT,ARREST
15048615,2015,EPD ,WARRANT SERVICE,ARREST
15048733,2015,EPD ,THEFT,ARREST
15048803,2015,EPD ,WARRANT SERVICE,ARREST
15048917,2015,EPD ,DISPUTE,ARREST
15049268,2015,EPD ,WARRANT SERVICE,ARREST
15049285,2015,EPD ,TRAFFIC STOP,ARREST
15049307,2015,EPD ,CRIMINAL TRESPASS,ARREST
15049583,2015,EPD ,WARRANT SERVICE,ARREST
15049635,2015,EPD ,WARRANT SERVICE,ARREST
15049641,2015,EPD ,WARRANT SERVICE,ARREST
15049676,2015,EPD ,WARRANT SERVICE,ARREST
15049714,2015,EPD ,WARRANT SERVICE,ARREST
15049750,2015,EPD ,WARRANT SERVICE,ARREST
15049896,2015,EPD ,SHOPLIFT 3050 PROGRAM,ARREST
15049924,2015,EPD ,WARRANT SERVICE,ARREST
15049956,2015,EPD ,WARRANT SERVICE,ARREST
15050112,2015,EPD ,DISPUTE FAMILY,ARREST
15050240,2015,EPD ,WARRANT SERVICE,ARREST
15050448,2015,EPD ,WARRANT SERVICE,ARREST
15050526,2015,EPD ,PATROL CHECK,ARREST
15050600,2015,EPD ,DISPUTE,ARREST
15050690,2015,EPD ,SEARCH WARRANT,ARREST
15050747,2015,EPD ,DISORDERLY SUBJECT,ARREST
15050837,2015,EPD ,PATROL CHECK,ARREST
15050850,2015,EPD ,SEARCH WARRANT,ARREST
15050918,2015,EPD ,LOCATION RUNAWAY,ARREST
15050926,2015,EPD ,THEFT,ARREST
15050960,2015,EPD ,DUII,ARREST
15051052,2015,EPD ,WARRANT SERVICE,ARREST
15051055,2015,EPD ,WARRANT SERVICE,ARREST
15051059,2015,EPD ,SUSPICIOUS CONDITIONS,ARREST
15051067,2015,EPD ,DUII,ARREST
15051097,2015,EPD ,CHECK WELFARE,ARREST
15051152,2015,EPD ,CRIMINAL TRESPASS,ARREST
15051173,2015,EPD ,CRIMINAL TRESPASS,ARREST
15051403,2015,EPD ,WARRANT SERVICE,ARREST
15051458,2015,EPD ,DISORDERLY SUBJECT,ARREST
15051678,2015,EPD ,WARRANT SERVICE,ARREST
15051734,2015,EPD ,WARRANT SERVICE,ARREST
15051774,2015,EPD ,DUII,ARREST
15051800,2015,EPD ,HARASSMENT,ARREST
15051836,2015,EPD ,TRAFFIC STOP,ARREST
15051876,2015,EPD ,DISORDERLY SUBJECT,ARREST
15051892,2015,EPD ,BURGLARY,ARREST
15051947,2015,EPD ,PERSON STOP,ARREST
15051984,2015,EPD ,TRAFFIC STOP,ARREST
15052048,2015,EPD ,ILLEGAL BURNING,ARREST
15052312,2015,EPD ,DWS,ARREST
15052352,2015,EPD ,DISORDERLY SUBJECT,ARREST
15052573,2015,EPD ,DISPUTE,ARREST
15052654,2015,EPD ,DISPUTE,ARREST
15052661,2015,EPD ,FOLLOW UP,ARREST
15052677,2015,EPD ,PERSON STOP,ARREST
15052730,2015,EPD ,LOCATION WANTED SUBJECT,ARREST
15052792,2015,EPD ,DISORDERLY SUBJECT,ARREST
15052803,2015,EPD ,ATTEMPT TO LOCATE DRUNK DRIVER,ARREST
15052892,2015,EPD ,PERSON STOP,ARREST
15052974,2015,EPD ,TRAFFIC STOP,ARREST
15052985,2015,EPD ,SUICIDAL SUBJECT,ARREST
15053099,2015,EPD ,WARRANT SERVICE,ARREST
15053145,2015,EPD ,UNLAWFUL VEHICLE ENTRY,ARREST
15053245,2015,EPD ,RECOVERED STOLEN VEHICLE,ARREST
15053323,2015,EPD ,ARMED SUBJECT,ARREST
15053427,2015,EPD ,WARRANT SERVICE,ARREST
15053446,2015,EPD ,WARRANT SERVICE,ARREST
15053450,2015,EPD ,DISPUTE,ARREST
15053529,2015,EPD ,RECKLESS DRIVING,ARREST
15053702,2015,EPD ,VIOLATION OF RESTRAINING ORDER,ARREST
15053719,2015,EPD ,SUSPICIOUS CONDITIONS,ARREST
15053872,2015,EPD ,TRAFFIC STOP,ARREST
15053885,2015,EPD ,CRIMINAL TRESPASS,ARREST
15053888,2015,EPD ,PERSON STOP,ARREST
15053914,2015,EPD ,DUII,ARREST
15054224,2015,EPD ,THEFT,ARREST
15054297,2015,EPD ,UNKNOWN PROBLEM,ARREST
15054309,2015,EPD ,OPEN CONTAINER,ARREST
15054445,2015,EPD ,HARASSMENT,ARREST
15054489,2015,EPD ,SUSPICIOUS CONDITIONS,ARREST
15054629,2015,EPD ,WARRANT SERVICE,ARREST
15054676,2015,EPD ,PERSON STOP,ARREST
15054680,2015,EPD ,VIOLATION OF RESTRAINING ORDER,ARREST
15054696,2015,EPD ,WARRANT SERVICE,ARREST
15054752,2015,EPD ,PERSON STOP,ARREST
15054790,2015,EPD ,FOLLOW UP,ARREST
15054869,2015,EPD ,DISPUTE,ARREST
15054875,2015,EPD ,CRIMINAL TRESPASS,ARREST
15054952,2015,EPD ,WARRANT SERVICE,ARREST
15054967,2015,EPD ,WARRANT SERVICE,ARREST
15054977,2015,EPD ,WARRANT SERVICE,ARREST
15055145,2015,EPD ,CRIMINAL TRESPASS,ARREST
15055261,2015,EPD ,WARRANT SERVICE,ARREST
15055294,2015,EPD ,SUSPICIOUS CONDITIONS,ARREST
15055329,2015,EPD ,PATROL CHECK,ARREST
15055356,2015,EPD ,TRAFFIC HAZARD,ARREST
15055376,2015,EPD ,PERSON STOP,ARREST
15055470,2015,EPD ,WARRANT SERVICE,ARREST
15055482,2015,EPD ,PERSON STOP,ARREST
15055709,2015,EPD ,PERSON STOP,ARREST
15056004,2015,EPD ,WARRANT SERVICE,ARREST
15056027,2015,EPD ,ARMED SUBJECT,ARREST
15056147,2015,EPD ,WARRANT SERVICE,ARREST
15056203,2015,EPD ,WARRANT SERVICE,ARREST
15056206,2015,EPD ,WARRANT SERVICE,ARREST
15056260,2015,EPD ,PERSON STOP,ARREST
15056336,2015,EPD ,PERSON STOP,ARREST
15056371,2015,EPD ,CRIMINAL TRESPASS,ARREST
15056385,2015,EPD ,WARRANT SERVICE,ARREST
15056412,2015,EPD ,WARRANT SERVICE,ARREST
15056557,2015,EPD ,CHILD ABUSE,ARREST
15056566,2015,EPD ,WARRANT SERVICE,ARREST
15056569,2015,EPD ,SHOPLIFT 3050 PROGRAM,ARREST
15056578,2015,EPD ,CONTROLLED SUBSTANCE VIOLATION,ARREST
15056660,2015,EPD ,DISPUTE,ARREST
15056751,2015,EPD ,RAPE,ARREST
15056794,2015,EPD ,DISORDERLY SUBJECT,ARREST
15057008,2015,EPD ,CRIMINAL TRESPASS,ARREST
15057030,2015,EPD ,PERSON STOP,ARREST
15057066,2015,EPD ,WARRANT SERVICE,ARREST
15057111,2015,EPD ,ASSAULT,ARREST
15057115,2015,EPD ,WARRANT SERVICE,ARREST
15057155,2015,EPD ,PERSON STOP,ARREST
15057499,2015,EPD ,WARRANT SERVICE,ARREST
15057504,2015,EPD ,PERSON STOP,ARREST
15057822,2015,EPD ,PATROL CHECK,ARREST
15057886,2015,EPD ,HARASSMENT,ARREST
15057936,2015,EPD ,SUSPICIOUS CONDITIONS,ARREST
15058035,2015,EPD ,PERSON STOP,ARREST
15058040,2015,EPD ,WARRANT SERVICE,ARREST
15058054,2015,EPD ,DISORDERLY SUBJECT,ARREST
15058075,2015,EPD ,WARRANT SERVICE,ARREST
15058095,2015,EPD ,DISORDERLY SUBJECT,ARREST
15058110,2015,EPD ,PERSON STOP,ARREST
15058113,2015,EPD ,DISORDERLY SUBJECT,ARREST
15058324,2015,EPD ,PERSON STOP,ARREST
15058387,2015,EPD ,PERSON STOP,ARREST
15058395,2015,EPD ,CRIMINAL TRESPASS,ARREST
15058450,2015,EPD ,CRIMINAL TRESPASS,ARREST
15058488,2015,EPD ,SUSPICIOUS SUBJECT,ARREST
15058507,2015,EPD ,SHOPLIFT 3050 PROGRAM,ARREST
15058521,2015,EPD ,SHOPLIFT 3050 PROGRAM,ARREST
15058597,2015,EPD ,ILLEGAL CAMPING,ARREST
15058637,2015,EPD ,DUII,ARREST
15058686,2015,EPD ,WARRANT SERVICE,ARREST
15058718,2015,EPD ,VIOLATION OF RESTRAINING ORDER,ARREST
15058803,2015,EPD ,WARRANT SERVICE,ARREST
15058821,2015,EPD ,DUII,ARREST
15058874,2015,EPD ,ASSAULT,ARREST
15058906,2015,EPD ,CRIMINAL MISCHIEF,ARREST
15058936,2015,EPD ,WARRANT SERVICE,ARREST
15058993,2015,EPD ,LOCATION WANTED SUBJECT,ARREST
15058999,2015,EPD ,DUII,ARREST
15059027,2015,EPD ,WARRANT SERVICE,ARREST
15059045,2015,EPD ,DISPUTE,ARREST
15059348,2015,EPD ,ROBBERY,ARREST
15059361,2015,EPD ,DISORDERLY SUBJECT,ARREST
15059434,2015,EPD ,PERSON STOP,ARREST
15059485,2015,EPD ,TRAFFIC STOP,ARREST
15059550,2015,EPD ,ATTEMPT TO LOCATE DRUNK DRIVER,ARREST
15059620,2015,EPD ,RECKLESS DRIVING,ARREST
15059634,2015,EPD ,PERSON STOP,ARREST
15059646,2015,EPD ,PERSON STOP,ARREST
15059805,2015,EPD ,TRAFFIC STOP,ARREST
15059846,2015,EPD ,TRAFFIC STOP,ARREST
15059853,2015,EPD ,WARRANT SERVICE,ARREST
15060057,2015,EPD ,LOCATION RUNAWAY,ARREST
15060188,2015,EPD ,ASSAULT,ARREST
15060197,2015,EPD ,WARRANT SERVICE,ARREST
15060226,2015,EPD ,WARRANT SERVICE,ARREST
15060288,2015,EPD ,WARRANT SERVICE,ARREST
15060464,2015,EPD ,DISPUTE,ARREST
15060798,2015,EPD ,UNAUTHORIZED USE OF VEHICLE,ARREST
15060844,2015,EPD ,WARRANT SERVICE,ARREST
15061069,2015,EPD ,SHOPLIFT,ARREST
15061084,2015,EPD ,SUICIDAL SUBJECT,ARREST
15061214,2015,EPD ,ATTEMPT TO LOCATE DRUNK DRIVER,ARREST
15061224,2015,EPD ,CRIMINAL TRESPASS,ARREST
15061260,2015,EPD ,DISORDERLY SUBJECT,ARREST
15061334,2015,EPD ,WARRANT SERVICE,ARREST
15061391,2015,EPD ,CRIMINAL TRESPASS,ARREST
15061536,2015,EPD ,PERSON STOP,ARREST
15061609,2015,EPD ,DISORDERLY SUBJECT,ARREST
15061682,2015,EPD ,TRAFFIC STOP,ARREST
15061683,2015,EPD ,STALKING COMPLAINT,ARREST
15061696,2015,EPD ,DISORDERLY SUBJECT,ARREST
15061762,2015,EPD ,THEFT,ARREST
15061994,2015,EPD ,SHOPLIFT 3050 PROGRAM,ARREST
15062012,2015,EPD ,WARRANT SERVICE,ARREST
15062022,2015,EPD ,UNKNOWN PROBLEM,ARREST
15062028,2015,EPD ,WARRANT SERVICE,ARREST
15062190,2015,EPD ,TRAFFIC STOP,ARREST
15062207,2015,EPD ,ATTEMPT TO LOCATE DRUNK DRIVER,ARREST
15062267,2015,EPD ,FOOT PATROL,ARREST
15062302,2015,EPD ,PERSON STOP,ARREST
15062331,2015,EPD ,WARRANT SERVICE,ARREST
15062590,2015,EPD ,DETOXIFICATION,ARREST
15062673,2015,EPD ,WARRANT SERVICE,ARREST
15062855,2015,EPD ,TRAFFIC STOP,ARREST
15062869,2015,EPD ,CHILD ABUSE,ARREST
15062924,2015,EPD ,SHOPLIFT,ARREST
15062977,2015,EPD ,WARRANT SERVICE,ARREST
15062986,2015,EPD ,DISORDERLY SUBJECT,ARREST
15063036,2015,EPD ,SHOPLIFT,ARREST
15063043,2015,EPD ,SHOPLIFT,ARREST
15063054,2015,EPD ,WARRANT SERVICE,ARREST
15063116,2015,EPD ,ARREST,ARREST
15063174,2015,EPD ,PERSON STOP,ARREST
15063224,2015,EPD ,DISORDERLY JUVENILES,ARREST
15063390,2015,EPD ,PATROL CHECK,ARREST
15063657,2015,EPD ,VIOLATION OF RESTRAINING ORDER,ARREST
15063674,2015,EPD ,THEFT,ARREST
15063903,2015,EPD ,JUVENILE PROBLEM,ARREST
15063965,2015,EPD ,OVERDOSE,ARREST
15064001,2015,EPD ,WARRANT SERVICE,ARREST
15064003,2015,EPD ,WARRANT SERVICE,ARREST
15064040,2015,EPD ,WARRANT SERVICE,ARREST
15064046,2015,EPD ,ATTEMPT TO LOCATE,ARREST
15064065,2015,EPD ,DUII,ARREST
15064175,2015,EPD ,DISPUTE,ARREST
15064383,2015,EPD ,PERSON STOP,ARREST
15064413,2015,EPD ,BURGLARY,ARREST
15064429,2015,EPD ,WARRANT SERVICE,ARREST
15064508,2015,EPD ,WARRANT SERVICE,ARREST
15064675,2015,EPD ,PERSON STOP,ARREST
15064713,2015,EPD ,DUII,ARREST
15064722,2015,EPD ,DISPUTE,ARREST
15064731,2015,EPD ,SHOPLIFT 3050 PROGRAM,ARREST
15064750,2015,EPD ,THEFT,ARREST
15064755,2015,EPD ,LOCATION WANTED SUBJECT,ARREST
15064756,2015,EPD ,WARRANT SERVICE,ARREST
15064757,2015,EPD ,VIOLATION OF RESTRAINING ORDER,ARREST
15064764,2015,EPD ,THEFT,ARREST
15064926,2015,EPD ,DUII,ARREST
15064937,2015,EPD ,LOUD NOISE,ARREST
15064984,2015,EPD ,FIGHT,ARREST
15065011,2015,EPD ,DISPUTE,ARREST
15065030,2015,EPD ,MOTOR VEH ACC UNKNOWN INJ,ARREST
15065185,2015,EPD ,PERSON STOP,ARREST
15065241,2015,EPD ,DISORDERLY SUBJECT,ARREST
15065256,2015,EPD ,UNKNOWN PROBLEM,ARREST
15065304,2015,EPD ,TRAFFIC STOP,ARREST
15065448,2015,EPD ,CRIMINAL TRESPASS,ARREST
15065602,2015,EPD ,DISPUTE,ARREST
15065646,2015,EPD ,DISORDERLY SUBJECT,ARREST
15065676,2015,EPD ,PERSON STOP,ARREST
15065696,2015,EPD ,DISPUTE FAMILY,ARREST
15065752,2015,EPD ,PERSON STOP,ARREST
15065798,2015,EPD ,DUII,ARREST
15065840,2015,EPD ,ATTEMPT TO LOCATE DRUNK DRIVER,ARREST
15065880,2015,EPD ,MOTOR VEH ACC UNKNOWN INJ,ARREST
15065926,2015,EPD ,DISORDERLY SUBJECT,ARREST
15065968,2015,EPD ,DISPUTE,ARREST
15066042,2015,EPD ,WARRANT SERVICE,ARREST
15066102,2015,EPD ,DISPUTE,ARREST
15066151,2015,EPD ,SHOPLIFT,ARREST
15066166,2015,EPD ,DISPUTE,ARREST
15066176,2015,EPD ,DISPUTE,ARREST
15066242,2015,EPD ,UNKNOWN PROBLEM,ARREST
15066335,2015,EPD ,PERSON STOP,ARREST
15066367,2015,EPD ,CRIMINAL TRESPASS,ARREST
15066388,2015,EPD ,CRIMINAL TRESPASS,ARREST
15066454,2015,EPD ,TRAFFIC STOP,ARREST
15066476,2015,EPD ,CRIMINAL TRESPASS,ARREST
15066516,2015,EPD ,CRIMINAL TRESPASS,ARREST
15066723,2015,EPD ,LOCATION STOLEN PROPERTY,ARREST
15066867,2015,EPD ,TRAFFIC STOP,ARREST
15067055,2015,EPD ,THEFT,ARREST
15067066,2015,EPD ,WARRANT SERVICE,ARREST
15067088,2015,EPD ,DISPUTE,ARREST
15067127,2015,EPD ,CRIMINAL TRESPASS,ARREST
15067198,2015,EPD ,TRAFFIC STOP,ARREST
15067300,2015,EPD ,ASSAULT,ARREST
15067483,2015,EPD ,PERSON STOP,ARREST
15067596,2015,EPD ,DISPUTE,ARREST
15067601,2015,EPD ,SHOPLIFT 3050 PROGRAM,ARREST
15067726,2015,EPD ,DISORDERLY SUBJECT,ARREST
15067758,2015,EPD ,DISPUTE,ARREST
15067810,2015,EPD ,WARRANT SERVICE,ARREST
15067894,2015,EPD ,PERSON STOP,ARREST
15067933,2015,EPD ,THEFT,ARREST
15068049,2015,EPD ,WARRANT SERVICE,ARREST
15068095,2015,EPD ,VIOLATION OF RESTRAINING ORDER,ARREST
15068233,2015,EPD ,CRIMINAL TRESPASS,ARREST
15068242,2015,EPD ,DISPUTE,ARREST
15068377,2015,EPD ,WARRANT SERVICE,ARREST
15068424,2015,EPD ,DISORDERLY SUBJECT,ARREST
15068624,2015,EPD ,WARRANT SERVICE,ARREST
15068699,2015,EPD ,DISPUTE,ARREST
15068708,2015,EPD ,PERSON STOP,ARREST
15068849,2015,EPD ,WARRANT SERVICE,ARREST
15069071,2015,EPD ,WARRANT SERVICE,ARREST
15069213,2015,EPD ,ATTEMPT TO LOCATE DRUNK DRIVER,ARREST
15069365,2015,EPD ,SUBJECT DOWN,ARREST
15069488,2015,EPD ,DUII,ARREST
15069541,2015,EPD ,WARRANT SERVICE,ARREST
15069635,2015,EPD ,WARRANT SERVICE,ARREST
15069886,2015,EPD ,WARRANT SERVICE,ARREST
15070142,2015,EPD ,SHOPLIFT 3050 PROGRAM,ARREST
15070311,2015,EPD ,SHOPLIFT 3050 PROGRAM,ARREST
15070342,2015,EPD ,THEFT,ARREST
15070360,2015,EPD ,DISPUTE,ARREST
15070390,2015,EPD ,DISORDERLY SUBJECT,ARREST
15070410,2015,EPD ,DUII,ARREST
15070505,2015,EPD ,PERSON STOP,ARREST
15070556,2015,EPD ,DUII,ARREST
15070622,2015,EPD ,DISPUTE,ARREST
15070658,2015,EPD ,UNLAWFUL VEHICLE ENTRY,ARREST
15070731,2015,EPD ,CRIMINAL TRESPASS,ARREST
15070907,2015,EPD ,PERSON STOP,ARREST
15070940,2015,EPD ,THEFT,ARREST
15070951,2015,EPD ,BURGLARY,ARREST
15070977,2015,EPD ,MOTOR VEH ACC UNKNOWN INJ,ARREST
15071014,2015,EPD ,SUSPICIOUS CONDITIONS,ARREST
15071085,2015,EPD ,PERSON STOP,ARREST
15071221,2015,EPD ,CRIMINAL TRESPASS,ARREST
15071222,2015,EPD ,WARRANT SERVICE,ARREST
15071248,2015,EPD ,PERSON STOP,ARREST
15071269,2015,EPD ,DISPUTE,ARREST
15071347,2015,EPD ,DUII,ARREST
15071391,2015,EPD ,DISPUTE,ARREST
15071413,2015,EPD ,WARRANT SERVICE,ARREST
15071438,2015,EPD ,CRIMINAL TRESPASS,ARREST
15071475,2015,EPD ,WARRANT SERVICE,ARREST
15071548,2015,EPD ,DOG AT LARGE,ARREST
15071551,2015,EPD ,ASSAULT,ARREST
15071599,2015,EPD ,PATROL CHECK,ARREST
15071716,2015,EPD ,CRIMINAL TRESPASS,ARREST
15071747,2015,EPD ,SUSPICIOUS SUBJECT,ARREST
15071779,2015,EPD ,SHOPLIFT 3050 PROGRAM,ARREST
15071862,2015,EPD ,THEFT,ARREST
15071867,2015,EPD ,PERSON STOP,ARREST
15071877,2015,EPD ,DISPUTE FAMILY,ARREST
15071967,2015,EPD ,ASSIST FIRE DEPARTMENT,ARREST
15072020,2015,EPD ,CRIMINAL TRESPASS,ARREST
15072047,2015,EPD ,TRAFFIC STOP,ARREST
15072159,2015,EPD ,WARRANT SERVICE,ARREST
15072176,2015,EPD ,WARRANT SERVICE,ARREST
15072215,2015,EPD ,ASSAULT,ARREST
15072348,2015,EPD ,DISPUTE,ARREST
15072385,2015,EPD ,WARRANT SERVICE,ARREST
15072831,2015,EPD ,LOCATION WANTED SUBJECT,ARREST
15072832,2015,EPD ,SUBJECT DOWN,ARREST
15072863,2015,EPD ,TRAFFIC STOP,ARREST
15073285,2015,EPD ,SHOPLIFT 3050 PROGRAM,ARREST
15073399,2015,EPD ,ARREST,ARREST
15073414,2015,EPD ,THEFT,ARREST
15073695,2015,EPD ,DISPUTE,ARREST
15073832,2015,EPD ,WARRANT SERVICE,ARREST
15073940,2015,EPD ,WARRANT SERVICE,ARREST
15073959,2015,EPD ,WARRANT SERVICE,ARREST
15074006,2015,EPD ,DISORDERLY SUBJECT,ARREST
15074284,2015,EPD ,ALARM DURESS,ARREST
15074315,2015,EPD ,DISPUTE,ARREST
15074346,2015,EPD ,PERSON STOP,ARREST
15074375,2015,EPD ,FRAUD,ARREST
15074388,2015,EPD ,LOUD NOISE,ARREST
15074502,2015,EPD ,DISORDERLY SUBJECT,ARREST
15074538,2015,EPD ,FOLLOW UP,ARREST
15074544,2015,EPD ,DISPUTE,ARREST
15074560,2015,EPD ,DISORDERLY SUBJECT,ARREST
15074801,2015,EPD ,SUSPICIOUS CONDITIONS,ARREST
15074957,2015,EPD ,DISORDERLY SUBJECT,ARREST
15075091,2015,EPD ,ASSAULT,ARREST
15075318,2015,EPD ,WARRANT SERVICE,ARREST
15075333,2015,EPD ,DISPUTE,ARREST
15075345,2015,EPD ,WARRANT SERVICE,ARREST
15075452,2015,EPD ,CRIMINAL TRESPASS,ARREST
15075560,2015,EPD ,FOLLOW UP,ARREST
15075637,2015,EPD ,PERSON STOP,ARREST
15075715,2015,EPD ,WARRANT SERVICE,ARREST
15075729,2015,EPD ,SHOPLIFT 3050 PROGRAM,ARREST
15075739,2015,EPD ,WARRANT SERVICE,ARREST
15075889,2015,EPD ,PERSON STOP,ARREST
15075910,2015,EPD ,DISORDERLY SUBJECT,ARREST
15075919,2015,EPD ,PATROL CHECK,ARREST
